text,label
terbaik,positif
saya di paksa di suruh premium saya sangat sangat tidak suka,negatif
buat ngehubur,positif
keren,positif
skrg iklannya trllau bnyak,positif
bagus sekali,positif
hama iklan banyak,negatif
no komen deh pokonya bagus banget nih aplikasih,positif
ribet,negatif
bagus bet denger lagu atau pun galau,positif
bisa mendengarkan tanpa berbayar,positif
saya sangat suka itu denger lagu disini karna bisa buat ngedit juga hh bintang 5,positif
iklan ne edann banyak tenan,negatif
muncul banyak iklan dan sering bug menghilang lagunya,negatif
mantapp pokok ny,positif
sangat cocok untuk yg suka nyanyi dan sholawat kaya sayahh,positif
bagus bgt tapi ya sekarang banyak yang beralih ke apl lain,positif
because it supports isriwil,negatif
semua lagu ada,positif
kalo narok iklan jan 3 lah ajg 1 aja cukup,negatif
free,negatif
sucks,negatif
pro isriwil ternyata iklan nya banyak,negatif
bagus banget,positif
top,positif
terlalu banyak iklan nya dan lama,negatif
anjirr,netral
suka aja biasanya buat beraktifitas atau buat tidur,positif
gak suka,negatif
kikir isriwil,negatif
kebanyakan iklan jadi males kalo lagi asik dengerin trus tiba iklan juga terlalu maksa permium jadi harus nunggu 24 jam buat bisa pilih lagu sesuai yang diinginkan dan itu bener bener bikin mood gak banget,negatif
jelek,negatif
bagus,positif
bagus untuk main game,positif
iklan to annoying ya tau itu buar ads tp ga se annoying itu lh bukanya yg menarik malah nyebelin,negatif
aplikasi ini sungguh membuat saya terhiburr,positif
aplikasi nya sangat bagus kualitas audio nya juga premium enak di dengar apalagi kalau harga premium nya 20rb an pasti tambah banyak yang dowload spotify,positif
skip,negatif
baguss bangett cocok buat ngiringi aku saat galau beraktivitas dll,positif
karena bisa mendengar lagu sepuasnya tapi aku maunya lagunya masih hidup kalau dibuat main mobile legends,positif
najis pro isriwil hok cuhh,negatif
mau pilih lagu musti tunggu besok padahal dulu ga,negatif
apa apaan pro sama manusia setengah hewan mukalu mpury mirip janda komplek sebelah,negatif
masyaallah bgt ni aplikasi kikirnya gk ngira apa apa harus premium dlu dikit dikit iklan iklannya lebih 5 kali lagi gatau ah cape ngejelasin terlalu serakah ni aplikasi,negatif
jujur dengerin lagu di spotify tuh seru banget apalagi klo sambil ngerjain tugas atau lagi beres beres tapi akhir ini jd gampang bad mood gara iklannya yang makin kesini makin ga ngotak dari iklan aja bisa dengerin lagu sepuasnya tp waktu dicoba baru muter musik sekali langsung iklan mana iklannya kadang 3 4 terus juga beberapa lagu gaada liriknya jd apa sekarang hrs premium wkwkw but diantara apps musik lainnya spotify emg udah bagus bgt kok,negatif
enak diegar,positif
aplikasi musik paling bagus joss pokoknya,positif
very good,positif
mantap,positif
kikir,negatif
iklanya bnyk bgt kadang satu iklan isi nya 3 vidio,negatif
ya saya jengker pas ikelan mulu tapi saya diberi yg geratis makasih sudah mengerti knpemakai,positif
jelek,negatif
banyak iklan,negatif
banyak iklann,negatif
apk kontooll mendinggh iklan semua aj isinya sekliaan babii,negatif
aku kasih bintang 5,positif
iklan,negatif
oke,positif
ga ada iklan,positif
laguu laguu yaa baguss semuaa akuu sukaa bangett pokoknyaa,positif
apk sampah,negatif
banyak iklan nya ganggu orang tidur anjir,negatif
sangat bagus,positif
gokil,positif
tiap hari gak disekolah dirumah dimanaa pun harus ada spotify,positif
enak semua lagu nya cuyy,positif
mantap tapi kurangin sedikit iklan nya,netral
kikir,negatif
apk jelek gak bisa main pou,negatif
aplikasi kaga jelas bintang satu banyak iklan juga etdah,negatif
aplikasi ini sangat bagus untuk belajar nyanyi,positif
mengapa saya memberikan ranting 1 karena iklan nya kebanyakan yang biasanya sampe 1 3 ini sudah sampe 4 dan kadang pun tidak lama iklan itu selesai langsung ada iklan lagi,negatif
bagus gak banyak iklan terus banyak lagu nya,negatif
haram,negatif
aku sering pakai spotify buat tidur dan buat santai santai gitu,positif
gua lebih suka dengar iklannya dari pada lagu nya pokonya mantep deh,negatif
buruk katanya kalian bekerja sama dengan isra el ya,negatif
mantap,positif
aplikasi yang sany bagus yang memungkinkan kita mendengar kan musik dari seluruh dunia dengan gratis,positif
kualitas buruk gaada lagu kedat kedut,negatif
seruu bage,positif
mantap spotify,positif
aplikasi ini bagus,positif
bagus lagu lagu nya juga komplit untuk aku,positif
kurang memuaskan,negatif
no paace,negatif
bagus bangett,positif
wow keren,positif
tidak bisa refund duit tiba dipotong langsung dari pulsa saya trus sudah minta ke google play malah dibilang tidak ada urusan mereka padahal beli nya lewat google play,negatif
it s very good,positif
bagus,positif
kayaknya ini aplikasi udh yang paling bagus deh,positif
aslii ini aplikasinya gacorr,positif
sekarang spotify aneh baru kemarin login dengerin musik malah besoknya pas login mau dengerin musik berandanya tulisannya coba lagi,negatif
buruk,negatif
best music aplikasi,positif
ntaps,positif
jelek,negatif
kecewa banget gua min,negatif
iklan kebanyakan dan musik gak bisa di putar ulanng,negatif
spotify sangat bagus,positif
ga rekom,negatif
kebanyakan iklan asu mending pindah yt musik,negatif
mudah dalam mencari murottal,positif
too many adds for free spotify bye,negatif
bagus dan enak di dengar,positif
uninstall aplikasi ini sekarang buat yang punya perikemanusiaan,negatif
gak seru ah masak gak bisa pilih lagu sendiri harus aplikasinya yang milihin kalo mau pilih sendiri harus bayar,negatif
sekarang banyak banget iklannya baru juga play 2 laguu udah iklan bahkan sekali iklan bisa 3 4,negatif
musik dj nya tolong di tambah lagi dj tiktok full bass yang bagus ya terima kasih bos,positif
banyak iklan kafir,negatif
enak banget untuk didengar,positif
tolong kurangi iklan biasanya iklan bisa sampa 4,negatif
iklan terlalu banyak dan sangat mengganggu pemutaran musik,negatif
terlalu banyak iklan mengganggu bangett harus berlangganan biar bisa puter lagu sepuasnya soalnya ada batasannya,negatif
kikir bat najis milih lagu doang harus premium,negatif
sangat menghibur sekali,positif
jelek,negatif
jelek kikir bgt dikit dikit iklan,negatif
apk ajg,negatif
sejak menginstal apk spotify saya jadi gampang memutar lagu yang saya inginkan aplikasinya sangat bagus dan mudah di gunakan,positif
yang gratisannya panjang iklannya bikin bt sebenernya,netral
jelek,negatif
satu lagu 3 iklan aplikasi jelek,negatif
sangat membantu dan sangat mudah di gunakan,positif
apk jelek ga bagus,negatif
iklan kebanyakan,negatif
bagus,positif
aplikasi kebanyakan iklan,negatif
sangat bagus,positif
baikat spotify,negatif
suka,positif
apk nya the best,positif
aplikasih luar biasa,positif
kikir jir apa apa harus premium,negatif
jelek,negatif
banyak iklan,negatif
aplikasi apa ini sesudah beberapa kali lagu tiba tiba g bisa muterin lagi lagu saya kasih bintang 1,negatif
najis tiap 2 lagu iklanya 2 menit,negatif
succes,positif
smua musik di tempat ku wajib bayar smua musik nya ga ada yg gratis awal awal pke musik nya gratis smua tpi bnya iklan trs pas pertengahan smua lagu suruh bayar yg fav yg ak jdiin album dan artis ke sukaan ku smual lagu nya di suruh bayar,negatif
jelek bangett aplikasi nya,negatif
terlalu bgk ikln,negatif
saya suka karena seru,positif
deskripsikan pengalaman anda opsional,negatif
banyak iklan,negatif
aneh apa apa bayar mau dengerin lagu harus bayar mending aplikasi sebelah,negatif
setelah update nggak ada teks lirik lagu nya,positif
kenapa elu harus kerja sama ama isriwil dah,negatif
semua genre musik ada,positif
to many ads bro it s annoying,negatif
apk gajelas masa 2lagu 4iklan gamasuk akal banget,negatif
m quite disappointed with my experience using spotify lately while listening to music ads appear far too often and interrupt the listening experience i even experienced a situation where i had to listen to ads up to 4 times in a row just to play the next song which feels extremely excessive and frustrating in addition the feature to switch or connect to other devices often lags or bugs making it slow or sometimes impossible to connect properly this really affects the overall usability,negatif
apk jelek apk musik terburuk mending jangan di download masih banyak yang lainn yang lebih baguss,negatif
dukung israle najis cuih,negatif
banyak lagu yang bebas mau didengerin,positif
fomo aja,negatif
males banyak iklannya,negatif
tidak dapat masuk,negatif
bnyk iklan,negatif
mantab,positif
apk kikir,negatif
lagu lagu yang di dengar sangatlah bagus dan hampir semua lagu yang saya cari ada,positif
kecewa malah bantu isriwil,negatif
bgus tapi gasuka sama iklan nyaa,negatif
gda kta2,negatif
untuk para pengguna gratisan yg gak mau berlangganan dan apalagi yang kuotanya tanggung lebih baik jangan instal ya karna iklannya gila putar 1 2 lagu muncul iklan video panjang lo gak bisa skip ada batas memilih lagu perharinya tapi kalau kalian mau berlangganan ya silahkan instal,negatif
fjews,negatif
very bad app,negatif
gree,positif
iklan nya banyak banget anj miskin,negatif
kikir,negatif
gak tau pen aja,negatif
bnyak iklan,negatif
mantap coy,positif
karna pro isriwill,negatif
aplikasinya bagus kalo denger lagu bisa sambil keluar aplikasi,netral
butut,negatif
aplikasi nya bagus tapi makin lama makin pemaksaan beli premium dulu bisa sampai 5 lagu baru iklan sekarang malah 1 lagu 1 iklan mana iklannya sampai 4x,negatif
kasih bintang 1 guys,negatif
kecewa,negatif
semenjak pernah membeli tiket premium iklan pun tidak ada,negatif
bgus,positif
apk penghianat,negatif
gatau pengen aja,negatif
i love songs on spotify,positif
turun kan teman teman spotify dukung isriwil,negatif
pake spotify buat support my idol bangtan,positif
bagus aplikasi ny untuk mendengarkan musik semua ny ada,positif
aplikasi banyak iklan,negatif
kasian jir temen gw ngambil versi perimum doang harus banget bayar mahal kalau permanen gas keun di mahal juga di bayar lah ini perbulan doang premium nya kalau bisa gausa premium biar banyak orang betah di spotify lebih bisa di ulang di pilih di maju mundurin lagu nya,negatif
iklan nya kebanyakan masa bru dengerin lagu sekali dh iklan aja apa apa di suruh premium mbut mbut,negatif
huu,negatif
nahh,negatif
boikott,negatif
keren banget,positif
ok si iklan ny gamaslah ak dah maklumin karna kan promosi soalnya kita msi bisa dengerin lagu lagu juga karna spotify tpi sih ngide kya pengen ada fitur kunci play list gitu biar kaya pribadi kalo mau buka playlist pake sandi tapi jan premium dongg biar privacy ny aman ga sembarang org lihatt sandi ny khusus playlist pribadii gtu nnti sndi nya buat sendiri smoga aja sih apk udh bagus banget tpi mungkin ada yg kurg yaa iklan ny 2 3 ajaa mntapp,negatif
antek antek isriwil,negatif
najong banget malah collab sama yg ga bener padahal udh bnyak yg pake semoga aje kontraknya bentaran doang ya terus kapok ga collab lagi dah itu aje makasih,negatif
ur app is so bad idiot,negatif
baguss tapi kalo uda si apdate ga bisa liat teks lagunya,positif
jelek,negatif
sorry iklan ny bkin gw muak,negatif
nope again,negatif
widget kurang menarik,positif
lagu lagunya bagus buat tidur atau lagi sad,positif
wkwk apk apaan dah ini apa prem apa jngan buat wkwk,negatif
gasuka aja,negatif
baguss tapi napa di boykot pliss sakedd hati awak nieh,positif
nga suka,negatif
spotify ku sring gbisa,netral
mantap,positif
aplikasinya mulai kikir,negatif
pelit,negatif
aku suka,positif
agak kikir ya sekarang,negatif
awal sih gw coba coba pake ni apk enak sih ya dan gw beli paket premium nya lh yang 2 bulan awalnya sih gada apa apa yah tpi tiba ada bug gitu jdi premium gue ilang dan disuruh beli yang baru gitu itu nge bug atau gimana sih terus juga pas gw udh beli paket baru malah gajelas bgt gabisa di puter klo lagi offline lagu nya bisa ke pause sndiri kdang,negatif
banyak iklan gembel,negatif
aplikasi yang sangat baguss untuk dengar lagu,positif
bela aja isriwil ituu,negatif
agak kecewa tentang aplikasi ini karena suatu hal,negatif
kebanyakan iklan prem,negatif
aplikasi y bagus,positif
iklan banyak terlalu memaksa menggunakan premium sampai hanya ingin mutar lagu yang kita suka di beri batas perhari jika hal ini terus berlanjut dan semakin parah saran dari saya mending buat aplikasi spotify berbayar langsung saja dari play store agar keuntungan tersendiri mu lebih banyak,negatif
fuc lah kenapa harus bikot sii,negatif
kikir bgst,negatif
keren,positif
makin kesini makin banyak iklan skrng sekalinya iklan lgsg 4,negatif
sangat bagus sekali,positif
gak bagus aplikasi nyaa,negatif
spotify bosok jelek aplikasi bosok ga worth it hama bosok hama jelek bosok hama iklan iklan trs bentar iklan bentar iklan 1 10 eh malah 00 1 100 sih kek nya saking jelek nya bosok hama jelek banget plis hama hama jelek banget sok bosok bau bosok bosox banget ni aplikasi jelek sampah mikir woi iklan 1 4 woi hama apa kabar nih gw kasih update ulasan gw 3 maret hama hama,negatif
lumayan tapi iklannya ga ngotak mentang mentang gw bukan vip,netral
tdk bisa berkata kata baguss poll,positif
kok ga ada lirik nya,positif
bagus poll,positif
bagus tapi jangan semuanya hampir berbayar iklan gak papa tapi masa untuk lihat lirik lagu harus bayar ngotak lah,negatif
banyak iklannya maksa banget buat premium pro israel pula,negatif
baik,positif
jelekk oii iklan nyaa bnyakk,negatif
makin kesini makin maksa banget harus premium iklan sampe 4 gila ya,negatif
trash application useless i hope this application disappears quickly,negatif
bagus banyak lagunya,positif
bagus pake bngt gw suka bnyk yg bisa diputer berulang ulang kli walaupun hrus nunggu iklan intinya bgus dh perfect,netral
sungguh app ini sangat amazing,positif
ugly,negatif
gilakk iklannyaa tiap selesai lagu ada ad mana bisa sampe 3 ad emang kapitalis nih app,negatif
kenapa sih apk ini kok ngeleg banget,negatif
pro isr lagu ok tapi pro isr,negatif
dukung isriwil,negatif
apik poll,positif
sangatt baguss,positif
aplikasi nya bagus,positif
isriwil mmek,negatif
buset kikir banget lagu bru 1 iklannya 4,negatif
gw kan pake ni aplikasi cuma untuk dengerin lagu sambil main gem gw ga masalahin iklannya si cuma pas gw lagi lag tiba lagunya mati itu tolong diperbaiki ya,negatif
versi gratis iklannya sampe 4 woi,negatif
iklannyaa ampun dehh banyak banget mana pilihan premium nya sedikit coba balikin lagi premium harian yg kemarin kemarin ada kan lebih praktis dan hemat ga usah berlangganan tiap bulan tolong developer premium harian dan bulanan ditambahkan lagi,netral
iklan nya tambah banyak,negatif
apk haram,negatif
baguss banyak banget pilihan lagy yang saya suka pokoknya ini aplikasi musim paling top dehh,positif
sebenernya bagus tapi sayang dukung isra,negatif
suka,positif
iklan banyak bgt dulu cuma 1 sekarang jadi 3,negatif
good,positif
good presentation,positif
i love spotify dari jaman 2023 aku pake tapi karna katanya lagi boycot spotify maaf yh aku harus hapus kamu c,negatif
jelek ah semuanya premium kebelet naik haji lu,negatif
jelek,negatif
rekomendasi musik tidak sesuai yg diinginkan saya sering dengerin musik inggris eh mlh gnti ke bahasa thailand,negatif
omaga,positif
spotify bagus banget,positif
enak banget,positif
suka dipake buat tidur,positif
aplikasi oke bagus,positif
sebener nya aplikasi nya bagus cuman tiap saya memutar 1 musik selalu muncul 4 iklan dan saat musik selanjutnya sudah terputar muncul lagi 4 iklan ini saya dengerin musik atau dengerin iklan,negatif
jlk g suka,negatif
harus nya bintang nya banyakin soalnya app ni bagus bet jir mau tidur dengerin lagu ini mau main dengerin ini pas mau ngechat ama sayang gw pun denger lagu ini best app ini mah,positif
pro istriwil maaf ku uninstall kebanyakan iklan juga full ngeselin,negatif
pendukung isrontol,negatif
aplikasi yang bagus,positif
kualitas audionya terbilang bagus daripada lainya dan pilihan lagunya sangat lengkap akan tetapi sangat disayangkan aplikasi ini mengandung banyak sekali iklan yang terkadang agak mengganggu untuk yang lainya sudah bagus sekali,netral
aplikasi nya bagus dan keren tapi kalo bisa buat fitur download untuk unduh lagu lah kan biar bisa di dengerin pas offline saran saya begitu ya,positif
banyak iklan nya,negatif
knpa spotify kesyngan aku hrus terafiliasi pdhl udh syng bgt sm ni apk thnk you,negatif
3 aja banyak iklannya,negatif
saya suka tapi kenapaa banyak yang di belii kayak premium,positif
jelek,negatif
ok,positif
baik di awal doang,negatif
banyak pilihan terus iklan terus dan hampir kebanyakan yang premium,negatif
ew,negatif
menurut gw si okelah ini walaupun ada iklan tapi iklan nya cuman 2 3x doang namanya juga gratisan cuman bosen aja ketemu iklan itu terus moga bisa bervariasi iklan nya,negatif
aku udah pke ini selama dua tahun lebih dan enak banget kalo lagi bosen atau lagi ngerjain tugas cuci piring dengerin lagu jadi mudah,negatif
uda nyaman eh malah pro isriwil,negatif
kalo lagi asik denger in lagu tiba tiba iklan dateng rasanya udah ga mood kesel mana harus premium dulu wajar lah ya aplikasi butuh dana udah si itu aja kalo bisa hilangin iklannya sekian,negatif
sporty yang terbaik gak terlalu banyak iklan hingga 1 putaran lagu 2 x iklan gak seperti tetangga sebelah dan bisa bekerja di belakang layar perfect,negatif
bagus,positif
kebanyakan iklan bangsatt,negatif
seru banget mana banyak lagu lagi dan lagu nya pada seru seru tapi ada tapi tapinya,positif
boiikott gess,negatif
terbaik,positif
baguss banget,positif
hell nah,negatif
aplikasi nya baguss banget,positif
menghibur top markotop siplah mantap seneng ga bikin jenuh,positif
dari sekian banyak perusahaan kenapa harus kerjasama sama yang itu kecewa banget,negatif
bagus,positif
sangat bagus enak lagunya dan tidak ribet ayo downloader ini,positif
app anj iklan ampe 4,negatif
spotify sungguh keren mantap sungguh mengasikan,positif
huu kecewa gw,negatif
bagus aku suka tapi untuk iklannya bisa ilanginn ga,positif
lagunya enak banget didengar,positif
bagus,positif
bagus bgt pilihan lagu nya juga banyak,positif
tambah mahal langganannya,negatif
sukaa bgtt sama apk ini bisa nemenin pass lgi gabutt,positif
bott,negatif
nice,positif
kualitas suaranya mantab apalagi didukung dgn speaker active yg memadai diputar di kamar maupun ruang kerja sangat cocok so relaxing,positif
aplikasi jelek mirip kon,negatif
aplikasi music paling sampah,negatif
bisa mendengar lagu yang enak,positif
mudah praktis dan sangat membantu,positif
udah bagus tapi pelit jing atminya masa lagunya rendom ga bisa sesuai in yg mau kita denger update kemarin bisa mau pilih lagu yg mana bebas tapi setelah update lagi jadi ga bisa dengerin lagu yg kita mau plis premium mahal lagi kita yg rakyat miskin harus pandai menggunakan uang jadi ga semua orang bisa premium bg,negatif
boikkoott isriwil,negatif
iklan lu krinj dek,negatif
not bad,positif
dikit dikit iklan ga rekomen kalau lagi bete malah dengerin lagu pakai ni apk,negatif
apk ampas banyak iklan,negatif
jujur sekarang adminnya makin maruk kadang denger 3 lagu doang iklannya 4 mana lama banget terus untuk harga premium waktu dulu terjangkau dan sekarang sangat mahal,negatif
bagus,negatif
bosokk aplikasinee,negatif
g jls co masa harus bayar dulu,negatif
sukakk sama aplikasihnyaa,positif
jlek,negatif
aneh,negatif
bug,negatif
minimal ga pro ama isriwil dek dek hapus aja,negatif
busuk,negatif
apaan jinkk,negatif
baguss bngett tapi kenapa si hrus diboikot sdihh bnget,positif
karna juga ada lagu yang sangat aku suka tapi kenapa saat aku mau ngulangin lagu nya selalu gabisa malah lagi yang lain apa harus pakai spotify premium tapi aku masih anak anak belum bisa bayarnyaa,negatif
apk jelek banyak iklan,negatif
pendukung isriwil,negatif
aplikasi ini tiap ingin dengar lagu harus se egois itu dengan pindah ke premium dikit iklan mana lirik juga terbatas lagi kan makin males tolong diperbaiki lagi yang kekurangan dev mksh,negatif
bagus,positif
aplikasi menemani saya di waktu renggang semua music lengkap sayangnya kalau tidak premium iklannya banyak sekali saran sih cukup 2 vid saja sekali iklan nya,netral
sering ngebug,negatif
sangat menghibur,positif
lagunya bagus,positif
ga bagus jangan di download beneran ga bagus,negatif
isriwil,negatif
bagus dan ok,positif
bye spotify yang banyak iklannya mau pindah ke joytify,negatif
suka aja si,positif
isriwil memeq,negatif
aplikasi nya kikir,negatif
boikot spotify,negatif
seru net dah,positif
kikir,negatif
bagus bngett,positif
bye spotify,negatif
ya bagus aja,positif
jelek,negatif
lagu lagu nya enak ddengar apa lagi kalau lagi sanai,positif
aplikasi ini sangat bagus musiknya pun sangat jellas tinggal ketik saja apa yg kita sukai tapi cuman satu sayang nya terlalu banyak iklan,negatif
apk penjajah,negatif
bagus bngt semua musik di sini ada semua,positif
terbaik,positif
aplikasinya sangat bagus untuk digunakan akan tetapi sayangnya terdapat beberapa bug yang cukup mengganggu seperti musik yang tiba tiba mati sendirinya ataupun terdapat bug akses gratis menggunakan premium mungkin itu saja dari saya mohon maaf bila ada salah kata,negatif
apknya bagus tapi kenapa kalau mencari lagu dan ingin memutarnya malah seperti playlist dan kalau aku putar malah lagu lain mohon di perbaiki lagi setelah di perbaiki aku jamin kasih bintang lima deh,positif
saya menggunakan spo biasa jadi full iklan tapi tolong gak usah masukin iklan yang ada suara cewek dengan suara mendesah kedengeran orang dikira sy lg nonton bokevv tolong yah ganggu,negatif
baguss bangett dan enak di denger,positif
tidak ramah,negatif
ok,positif
bagus,negatif
g suka krna g ada sate disitu isriwil babi,negatif
apk bagus,positif
bwlee,negatif
sangat membantu diperjalanan,positif
edun pisan,positif
ini apk enak banget buat dengar lagu,positif
malah dukung iblis hadeh,negatif
xixixi,negatif
mantap,positif
makan iklan,negatif
dikit dikit premium,negatif
isriwil,negatif
kebanyakan iklan ah turun kan harga premium jadi seribu perbulan,negatif
sangat seru,positif
algo nya ampas,negatif
cuma bisa pilih 6 lagu random selebihnya berlangganan taa ee,negatif
aplikasi ini bagus di pakai saat lagi kesepian,positif
suka ngebug aplikasi aneh ga jelas enakan yt musik da yg terpenting gw personal ga suka,negatif
hama,negatif
kikir apa apa harus bayar bloughh iklan makin nambah tod,negatif
pro isriwil,negatif
allahu akbar,negatif
terima kasih developer karena sudah memperbaiki beberapa masalah yang saya alami di aplikasi ini dan ini satu satunya platform yang bisa mendengarkan musik murni bukan yang video dijadikan ke audio kalo mau iklan nya hilang ya harus premium kalo gak gitu developer gak dapet apa apa nanti,negatif
lawak iklan nya ga ngotak,negatif
ok,positif
tanpa iklan jdi gk bosan,positif
l spotify,negatif
banyak iklan selesai 1 lagu iklan selesai 1 lagu iklan,negatif
kecewa,negatif
enak bagus dan jelas lagunya,positif
oi iklan nya yg ngotak apa lagi enak enak dengerin musik iklan nya ganggu banget kagak bisa di skip terlalu mata duitan banget perasaan spotify,negatif
error mulu gak bisa dibuka sudah diinstal bolak balik tetep gak bisa masuk,negatif
aplikasinya bagus nyari lagu nya mudah,positif
dukung isriwil lu gua reting 1,negatif
terlalu banyak iklan dan saya kecewa dengan berita terbaru,negatif
bnyk iklan jlk,negatif
lu kenapa si malah di pihak isriwil,negatif
jangan di download wirr ni apk penyefong isriwil,negatif
bad ux spam iklan 4 5 kali per switching lagu kalau ga premium,negatif
tidak pernah sekecewa ini apk lagu senagus ini dukung isriwil,negatif
ini aplikasi bagus banget,positif
jelek,negatif
aplikasi ini sangat menghibur,positif
seru banyak lagu yang aku sukaa,positif
great,positif
bagus tapi terlalu banyak iklan,negatif
jelek bau,negatif
sangat asiekk,positif
asikk dan tanpa iklan,positif
bagus,positif
mantap jadi pinter nyanyi dan ngaji,positif
iklannya rame bgt 1 rw skip,negatif
apk gj horor,negatif
kecewa,negatif
adalah pokoknya,negatif
bgus,netral
bagus,positif
kode paket premium sih,negatif
kembaran talon alias kikir,negatif
good,positif
bagus,positif
spotify kikirr bat kocak apa apa iklan bru dnger 1 lagu aja lgsung 3 iklan hdeh maksa bgt buat premium mana gapernah mau dngerin kritik penggunanya lgi yg pnting premium dibeli,negatif
klo bisa jn ad batas wktu jdi biar enk klo gk ikln ny krngin biar gk ush nunggu lgi,negatif
temen kesepian,positif
aplikasinya bagus tapi ada sedikit kekurangannya kekurangannya cobak dibuat seperti resso yg lagunya acak gitu di awal masuk ke aplikasi yg bisa digeser kebawah kalau mau ganti lagu,negatif
apaan nih lgi dengerin musik tiba tiba iklan,negatif
aplikasi favoritku i love spotify udah jdi bagian diriku sehari hari saranku kasih lirik romanji juga dong spotify jdi ga kesulitan baca bahasa china atau jepang hehehe,positif
saya ga suka krn pro isriwil dan kebanyakan iklan admin ny mau haji kah,negatif
bgus bnget,positif
jelek,negatif
seneng banget,positif
baguss karna bisa mendengar lagu dengan tenang,positif
kenapa aku kasih bintang1 penjelasan ada di ig nya risyad bay barakallah,negatif
banyak kali iklan babi,negatif
ini aplikasi bagus tapi makin lama makin banyak iklannya ga bisa milih lagu sebebasnya sekarang apa apa harus premium gabisa milih lagu sendiri gabisa antrean lagu perasaan kemarin bisa antrean lagu tiba tiba aja sekarang udah gak bisa ayo lahh gw sebagai non premium merasa ini kayak maksa banget untuk premium tau gak,negatif
jelek,negatif
kebanyakan iklan,negatif
kenapa playlist nya jadi tulisan,netral
gblok,negatif
muah,positif
apalah dikit dikit harus premium kikir banget jir admin nya kebelet haji wkwkwkwk,negatif
keren,positif
jelek pendukung hama g punya otak,negatif
aplikasi kikir masa nyetel lagu aka harus bayar,negatif
spotif kenapa yang gak pake premium harus beli premium contohnya baru saja saya dapatkan saat saya mau putar lagu yang lain tapi tidak bisa dan malah menawarkan untuk membeli premium kayak bro yang gak ada uang kayak mana anjir orang orang pake aplikasi lu karena mereka itu pencita lagu bukan buat beli premium lu man jadi yang ulasan saya yaitu yang tidak memakai membeli premium jangan di tawarkan sehingga tidak bisa di putar lagunya kayak please gitu loh gua cuma mau denger lagu,negatif
banyak iklannya mana sering ganti sendiri lagi,negatif
pro isriwil,negatif
kntl makin kesini semuanya harus premium segala ganti lagu doang juga harus premium anj,negatif
kebanyakan iklan huu,negatif
bagus wel,positif
iklan bejibun,negatif
iklan yang terlalu banyak saya mendapatkan iklan 4 kali dan iklan itu menunjukkan memaksa membeli spotify versi premium akan jadi kesulitan untuk mendengarkan secara gratis,negatif
jelek msa dkung geng sebelah,negatif
kenapa kanapa kamu berkolaborasi sama isr padahal playlist kesayangan ku udh aku cariin kenapa jahatt,negatif
sebenernya apk nya bagus tapi sayangnya ini pro isriwil makanya aku lngsng pindah ke apk lain aja,negatif
kalo buat yang gapake premium iklannya sedikit aja,negatif
kadang suka nge bug gajelas lagu ga sesuai playlist jelek ga rekomen buat yg kaum gratisan,negatif
bagus bangett,positif
ga suka,negatif
ga bisa login spotfy ab,negatif
bugus sekali,positif
nanti kalo dh ga pro isriwil baru dah gue kasih bintang 5,negatif
aplikasi musik paling bagus menurutku kekuranganya si kadang kadang masuk kegame musik nya mati tapi tetap bagus untuk pecinta musik,positif
aplikasi ini jelek banget,negatif
hei antek antek asingg,negatif
kita yang penggunaan free dibatasin banget ga bisa milih lagu ga bisa next lagu apalah maksa banget harus langganan,netral
kebanyakan iklan sampe kapanpun gw gamau pake premium njink,negatif
sangat enk apa lafi saat galau,positif
lagu nya bagus bagus semoga lebih bagus,positif
jelek,negatif
terlalu banyak iklan terlalu memaksa untuk pemakaian berlangganan terlalu mahal pemakaian premium terlalu banyak lagu yng tidak diterjemahkan,negatif
bagus,positif
boiikkoott,negatif
wah semua lagu yang lu cari ada di sini makasih ya,positif
mantap,positif
isrowil,negatif
aplikasi lumayan lah,positif
apalah co gak ada sawit,negatif
satu lagu 4iklan,negatif
good,positif
baguss,positif
kebelet naik haji jir setiap 3 lagu 3 iklan beruntun juga sama aja 1 lagu 1 iklan tolong dikurangi lah iklanya,negatif
kerja sama ama negara babi jir,negatif
terafiliasi isriwil jgn pake ini lagi,negatif
mendukung isriwil,negatif
bagus banyak,positif
kenapa harus pro isriwil sih padahal spotify udah platfrom musik andalanku dari lama,negatif
aplikasi kikir,negatif
boiykot spotify,negatif
bagus,positif
yek,negatif
memanjakan pengguna terimakasih spotify,positif
sering nemenin beljar plic,positif
seru,positif
baguss,positif
lagunya lengkapp dan musiknya sangat bagus mungkin cuman sering sponor tapi tetep aja aku suka,positif
aplikasi nya bagus banget cuman sayang masih ada beberapa iklan mengganggu pas musiknya habis jadi tolong yah spotify di perbaiki lagi aplikasi nya,negatif
kbnyakan iklan,negatif
bagus banget klo lagi mau denger musik,positif
terimakasih spotify dari lagu2 semua jaman murottal alqur an semua lengkap the best pokoknya,positif
mantap,positif
buruk,negatif
good,positif
mantap btw murahin dikit premium nya,negatif
lagu nya keren keren,positif
pro pro,negatif
bagus,positif
jangann pake aplikasi ini pliss jelekk iklan terus terus terafiliasi dengan,negatif
banyak iklan,negatif
gk bisa di dengarin secara offline,negatif
gak bisa daowload lagu gak gratis jirrt minimal kayak youtube lah gratis harus nya gratis biar pengguna bisa nyaman pake spotify sekarang berbayar minimal kayak youtube lah terimakasih saya hanya meminta itu saja gratis,negatif
